のぐち たけみつ,1571,,近畿,28,野口,威光,のぐち,たけみつ,43,希望の党,,新,0,兵庫4区,3,把握漏れ
いくむら なおこ,1573,,近畿,28,幾村,奈応子,いくむら,なおこ,37,希望の党,,新,0,兵庫6区,3,把握漏れ
かわと やすし,1575,,近畿,28,川戸,康嗣,かわと,やすし,42,希望の党,,新,0,兵庫9区,3,把握漏れ
つげ あつひと,1576,,近畿,28,柘植,厚人,つげ,あつひと,45,希望の党,,新,0,兵庫10区,3,把握漏れ
まつもと まさゆき,1580,,近畿,28,松本,昌之,まつもと,まさゆき,34,希望の党,,新,0,奈良2区,3,把握漏れ
おおさわ ちえこ,1584,,近畿,28,大沢,千恵子,おおさわ,ちえこ,49,希望の党,,新,0,,25,把握漏れ
のなか こういち,1585,,近畿,28,野中,幸市,のなか,こういち,54,希望の党,,新,0,,26,把握漏れ
しらいし じゅんこ,1586,,近畿,28,白石,純子,しらいし,じゅんこ,55,希望の党,,新,0,,27,把握漏れ
うけた しゅういち,1587,,近畿,28,請田,修一,うけた,しゅういち,63,希望の党,,新,0,,28,把握漏れ
まつしま ひろのり,1588,,近畿,28,松島,弘典,まつしま,ひろのり,60,幸福実現党,,新,0,,1,把握漏れ
みなと ゆうこ,1589,,近畿,28,湊,侑子,みなと,ゆうこ,34,幸福実現党,,新,0,,2,把握漏れ
にしもと あつし,1590,,近畿,28,西本,篤,にしもと,あつし,47,幸福実現党,,新,0,,3,把握漏れ
たなか たかこ,1591,,近畿,28,田中,孝子,たなか,たかこ,62,幸福実現党,,新,0,,4,把握漏れ
いずみ しょうこ,1592,,近畿,28,泉,章子,いずみ,しょうこ,58,幸福実現党,,新,0,,5,把握漏れ
ゆあさ ようこ,1593,,近畿,28,油浅,頌子,ゆあさ,ようこ,30,幸福実現党,,新,0,,6,把握漏れ
むらかみ のりあつ,1594,,近畿,28,村上,賀厚,むらかみ,のりあつ,58,立憲民主党,,新,0,大阪1区,1,把握漏れ
しおみ しゅんじ,1603,,近畿,28,塩見,俊次,しおみ,しゅんじ,68,立憲民主党,,新,0,,10,把握漏れ
いまえだ じん,1619,,中国,11,今枝,仁,いまえだ,じん,47,日本維新の会,,新,0,広島3区,2,把握漏れ
はちや ひろみ,1622,,中国,11,蜂谷,弘美,はちや,ひろみ,61,希望の党,,新,0,岡山1区,1,把握漏れ
うちやま あきら,1624,,中国,11,内山,晃,うちやま,あきら,63,希望の党,,元,3,岡山3区,1,把握漏れ
たるい よしかず,1626,,中国,11,樽井,良和,たるい,よしかず,50,希望の党,,元,1,岡山5区,1,把握漏れ
うえの かんじ,1628,,中国,11,上野,寛治,うえの,かんじ,35,希望の党,,新,0,広島4区,1,把握漏れ
はしもと ことえ,1629,,中国,11,橋本,琴絵,はしもと,ことえ,28,希望の党,,新,0,広島5区,1,把握漏れ
ふじた ときお,1633,,中国,11,藤田,時雄,ふじた,ときお,63,希望の党,,新,0,山口4区,1,把握漏れ
やまぐち かつや,1634,,中国,11,山口,克也,やまぐち,かつや,53,希望の党,,新,0,,14,把握漏れ
こくりょう ぶんた,1635,,中国,11,国領,豊太,こくりょう,ぶんた,35,幸福実現党,,新,0,,1,把握漏れ
さえき ともこ,1636,,中国,11,佐伯,知子,さえき,ともこ,38,幸福実現党,,新,0,,2,把握漏れ
かとう けんた,1637,,中国,11,加藤,健太,かとう,けんた,27,幸福実現党,,新,0,,3,把握漏れ
いわた たけし,1641,,中国,11,岩田,剛,いわた,たけし,36,日本共産党,,新,0,,4,把握漏れ
すぎた みお,1658,,中国,11,杉田,水脈,すぎた,みお,50,自由民主党,,元,1,,17,把握漏れ
みうら やすし,1661,,中国,11,三浦,靖,みうら,やすし,44,自由民主党,,新,0,,20,把握漏れ
あぜもと しょうご,1662,,中国,11,畦元,将吾,あぜもと,しょうご,59,自由民主党,,新,0,,21,把握漏れ
とくむら じゅんいちろう,1663,,中国,11,徳村,純一郎,とくむら,じゅんいちろう,63,自由民主党,,新,0,,22,把握漏れ
いざくら やすし,1664,,中国,11,井桜,康司,いざくら,やすし,61,自由民主党,,新,0,,23,把握漏れ
なかにし りえ,1670,,四国,6,中西,利恵,なかにし,りえ,54,幸福実現党,,新,0,,1,把握漏れ
ももた たえこ,1671,,四国,6,桃田,妙子,ももた,たえこ,57,幸福実現党,,新,0,,2,把握漏れ
しらかわ ようこ,1672,,四国,6,白川,容子,しらかわ,ようこ,51,日本共産党,,新,0,,1,把握漏れ
しまさき やすおみ,1673,,四国,6,島崎,保臣,しまさき,やすおみ,34,日本共産党,,新,0,,2,把握漏れ
ふたがわ ひろやす,1688,,四国,6,二川,弘康,ふたがわ,ひろやす,43,自由民主党,,新,0,,14,把握漏れ
はやし じゅん,1689,,四国,6,林,潤,はやし,じゅん,45,自由民主党,,元,1,,15,把握漏れ
さくらうち ふみき,1696,,四国,6,桜内,文城,さくらうち,ふみき,52,希望の党,,元,1,愛媛4区,1,把握漏れ
ふじおか かよこ,1698,,四国,6,藤岡,佳代子,ふじおか,かよこ,52,希望の党,,新,0,,9,把握漏れ
かまえ いっぺい,1699,,四国,6,鎌江,一平,かまえ,いっぺい,40,希望の党,,新,0,,10,把握漏れ
ゆかわ かずゆき,1735,,九州,20,湯川,一行,ゆかわ,かずゆき,68,自由民主党,,元,1,,32,把握漏れ
にしむら としたか,1736,,九州,20,西村,俊隆,にしむら,としたか,62,自由民主党,,新,0,,33,把握漏れ
おおくぼ ひでのり,1737,,九州,20,大久保,秀典,おおくぼ,ひでのり,63,自由民主党,,新,0,,34,把握漏れ
かわかみ たけし,1738,,九州,20,川上,健,かわかみ,たけし,55,自由民主党,,新,0,,35,把握漏れ
えなつ まさとし,1739,,九州,20,江夏,正敏,えなつ,まさとし,50,幸福実現党,,新,0,,1,把握漏れ
よしとみ かずえ,1740,,九州,20,吉冨,和枝,よしとみ,かずえ,58,幸福実現党,,新,0,,2,把握漏れ
とみかわ のぼる,1741,,九州,20,富川,昇,とみかわ,のぼる,74,幸福実現党,,新,0,,3,把握漏れ
まえだ こういち,1742,,九州,20,前田,浩一,まえだ,こういち,46,幸福実現党,,新,0,,4,把握漏れ
まつおか まさる,1757,,九州,20,松岡,勝,まつおか,まさる,44,日本共産党,,新,0,,4,把握漏れ
やました かい,1758,,九州,20,山下,魁,やました,かい,40,日本共産党,,新,0,,5,把握漏れ
なかま しょうしん,1765,,九州,20,仲間,昌信,なかま,しょうしん,69,立憲民主党,,新,0,,6,把握漏れ
なかやま なりあき,1767,,九州,20,中山,成彬,なかやま,なりあき,74,希望の党,,元,7,,1,把握漏れ
いしい ひでとし,1768,,九州,20,石井,英俊,いしい,ひでとし,41,希望の党,,新,0,福岡1区,2,把握漏れ
むらかみ とものぶ,1774,,九州,20,村上,智信,むらかみ,とものぶ,48,希望の党,,新,0,福岡11区,2,把握漏れ
やまぐち はつみ,1777,,九州,20,山口,初實,やまぐち,はつみ,69,希望の党,,新,0,長崎2区,2,把握漏れ
はなわ ともふみ,1783,,九州,20,花輪,智史,はなわ,ともふみ,51,希望の党,,新,0,宮崎3区,2,把握漏れ
さいとう かよ,1784,,九州,20,斎藤,佳代,さいとう,かよ,38,希望の党,,新,0,鹿児島2区,2,把握漏れ
なみき こういち,1786,,九州,20,並木,浩一,なみき,こういち,56,希望の党,,新,0,,20,把握漏れ
もりた としふみ,1787,,九州,20,森田,俊文,もりた,としふみ,54,希望の党,,新,0,,21,把握漏れ
